Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID,ReadTimeStamp,Accepted
"Ventura, S.M., Hilfert, T., Archetti, M., Rizzi, M., Spezia, A., Tagliabue, L.C., Oliveri, E., Ciribini, A.L.C.",57188759541; 57188762915; 57203980424; 57206305767; 57203987522; 18042749100; 55939936000; 56028032400,Evaluation of building use scenarios by crowd simulations and immersive virtual environments: A case study,2018,ISARC 2018 - 35th International Symposium on Automation and Robotics in Construction and International AEC/FM Hackathon: The Future of Building Things,,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053877597&partnerID=40&md5=ea1b6cf8e1d530f3d3273a30e15954fa,Conference Paper,Final,,Scopus,2-s2.0-85053877597,,
"Karakurt, K., Yüksel, B., Tarhan, A.",57203936884; 57203944323; 55949314000,Dynamic system simulation model for optimization of patient triage processes in healthcare | Sağlık hizmetlerinde hasta triaj süreçlerinin optimizasyonu için dinamik sistem simülasyon modeli,2018,CEUR Workshop Proceedings,2201,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053689767&partnerID=40&md5=15fa8b08342f6cc148ea1c5dd2987c6f,Conference Paper,Final,,Scopus,2-s2.0-85053689767,,
"Martin, N.",56559224800,Using event log knowledge to support business process simulation model construction,2018,CEUR Workshop Proceedings,2196,,,31,35,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053608479&partnerID=40&md5=ccaf143711abd5aa047bfc1d1c61735d,Conference Paper,Final,,Scopus,2-s2.0-85053608479,,
"Giuffrè, O., Granà, A., Tumminello, M.L., Sferlazza, A.",6603944154; 7003930138; 56993285000; 36810294300,Calibrating a microscopic traffic simulation model for roundabouts using genetic algorithms,2018,Journal of Intelligent and Fuzzy Systems,35,2,,1791,1806,,,10.3233/JIFS-169714,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053328463&partnerID=40&md5=1e3b7c94a1885596000def755820d5a5,Article,Final,,Scopus,2-s2.0-85053328463,,
"Plotnikov, D.E., Khvostikov, S.A., Bartalev, S.A.",57008089300; 56014007100; 6505988766,Method for automated crop types mapping using remote sensing data and a plant growth simulation model,2018,Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa,15,4,,131,141,,,10.21046/2070-7401-2018-15-4-131-141,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053264222&partnerID=40&md5=88f57c8d6d8f4048697cf31746c2dddd,Article,Final,Open Access,Scopus,2-s2.0-85053264222,,
"Islam, N., Azim, A.",57201337358; 36023296200,A multi-mode real-time system verification model using efficient event-driven dataset,2018,Journal of Ambient Intelligence and Humanized Computing,,,,,,,,10.1007/s12652-018-0992-z,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053229389&partnerID=40&md5=1e1b0e5ff626ed7e569a6b0e164d74a9,[No source information available],Article in Press,,Scopus,2-s2.0-85053229389,,
"Wijana, N., Parmithi, N.N., Wesnawa, I.G.A., Ardana, I.M., Mahendra, I.W.E., Divayana, D.G.H.",57202603803; 57202997113; 57203814837; 57194344947; 57202997175; 57194336662,The measurement of rare plants learning media using Backward Chaining integrated with Context-Input-Process-Product evaluation model based on mobile technology,2018,International Journal of Advanced Computer Science and Applications,9,8,,265,277,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053043347&partnerID=40&md5=478b3507da2d76787126fb381ca50f37,Article,Final,,Scopus,2-s2.0-85053043347,,
"Chilukuri, S., Varun, D., Nabar, K., Kadambi, G.R.",57203759308; 57193612481; 57192182659; 6507101831,A simulation model for concurrent propagation of multi-band RF signal in space frequency reuse based MANETs,2018,Communications in Computer and Information Science,876,,,300,316,,,10.1007/978-981-13-1423-0_32,https://www.scopus.com/inward/record.url?eid=2-s2.0-85052867522&partnerID=40&md5=c2a1d0de674a940d0b30dc4654159cb7,Conference Paper,Final,,Scopus,2-s2.0-85052867522,,
"Peng, Q.M., Hui, L., Wang, K.M., Chang, L.C.",57203430117; 35967313300; 57208883762; 57203430394,Effectiveness analysis of an IoT mechanism in support of monitoring Chinese white dolphins by simulation model,2018,Journal of Supercomputing,,,,,,,,10.1007/s11227-018-2529-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-85051746901&partnerID=40&md5=b72b5e24879f448ab069c4da862061e8,[No source information available],Article in Press,,Scopus,2-s2.0-85051746901,,
"Roodman, A., Bogart, J.R., Bond, T., Borgland, A.W., Chiang, J., Digel, S.W., Dubois, R., Focke, W.B., Glanzman, T., Gilmore, K., Hascall, D., Hascall, P., Herrmann, S., Johnson, A.S., Kelly, H.M., Lange, T., Lopez, M., Marshall, S., Neal, H., Newbry, S., Nordby, M., Rasmussen, A., Reil, K., Rosenberg, E., Russo, S., Saxton, O., Snyder, A., Tether, S., Turri, M., Utsumi, Y., O'Connor, P., Nomerotski, A., Rumore, M., Haupt, J., Takacs, P., Barrau, A., Combet, C., Dargaud, G., Eraud, L., Marton, M., Migliore, M., Perbet, E., Ricol, J.-S., Vescovi, C., Doherty, P., Baumann, B., Winters, S., Wolfe, J., Antilogus, P., Juramy, C.",35227864200; 57207893607; 57206335975; 57208321042; 24586575400; 7004517682; 35242142200; 7003889095; 35227245300; 8851410200; 57203307038; 35184964200; 10242742100; 7410011980; 7102077171; 57191724503; 57198848390; 7401823160; 56967903800; 55258830900; 6602510976; 7102424075; 8502219100; 57203681236; 57196530740; 35227982600; 35227984900; 26427246500; 57210081706; 57203300466; 55658057472; 57206525021; 57203301693; 57197673332; 7005769563; 8925516000; 57203302404; 57210049856; 7801514590; 57210063251; 57203309561; 57210060742; 8660408400; 36629436900; 16635449000; 25647427000; 7102771814; 24780183100; 9745737400; 23100127400,Integration and verification testing of the LSST camera,2018,Proceedings of SPIE - The International Society for Optical Engineering,10705,, 107050D,,,,,10.1117/12.2314017,https://www.scopus.com/inward/record.url?eid=2-s2.0-85051221335&partnerID=40&md5=c6e406ef05ca2dbe0f908e415ce00659,Conference Paper,Final,,Scopus,2-s2.0-85051221335,,
"Hao, K., Xin, J., Wang, Z., Jiang, Z., Wang, G.",57205914652; 23399268700; 25522764100; 57203284213; 8593737100,Decentralized data integrity verification model in untrusted environment,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10988 LNCS,,,410,424,,,10.1007/978-3-319-96893-3_31,https://www.scopus.com/inward/record.url?eid=2-s2.0-85051106940&partnerID=40&md5=5d66187aa90253697be711d500fd2fe7,Conference Paper,Final,,Scopus,2-s2.0-85051106940,,
"Ignatenko, O., Odobesku, V.",7006719813; 57203263171,Gametheory analysis of multiprocessor schedulers. Simulation model,2018,CEUR Workshop Proceedings,2139,,,75,83,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85051074391&partnerID=40&md5=6d79924649d57dfd3c55bd4ea6399188,Conference Paper,Final,,Scopus,2-s2.0-85051074391,,
"Labelle, A., Frayret, J.-M.",57203225651; 6603685666,Agent-based simulation model of consumer behaviour for end-of-life product flow analysis (ILS2018 international conference),2018,"ILS 2018 - Information Systems, Logistics and Supply Chain, Proceedings",,,,673,682,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050985862&partnerID=40&md5=edb65d3a726add6f174ac2749ca83128,Conference Paper,Final,,Scopus,2-s2.0-85050985862,,
"Mao, Y., Yang, S., Li, Z., Li, Y.",57202295878; 57201996241; 57201996365; 54381931000,"Correction to: Personality trait and group emotion contagion based crowd simulation for emergency evacuation (Multimedia Tools and Applications, (2018), 10.1007/s11042-018-6069-3)",2018,Multimedia Tools and Applications,,,,,,,,10.1007/s11042-018-6422-6,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050665831&partnerID=40&md5=65332bac15f3bdbb5e04f8176deb4348,[No source information available],Article in Press,Open Access,Scopus,2-s2.0-85050665831,,
"Shibayama, S., Funatsu, K.",57189255229; 55730038400,Applicability domains of a minimal-calibration model for effective online monitoring of pure components’ concentrations in the pharmaceutical continuous manufacturing processes,2018,Computer Aided Chemical Engineering,44,,,919,924,,,10.1016/B978-0-444-64241-7.50148-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050588846&partnerID=40&md5=ca84725bb291097086eddc4d98841633,Book Chapter,Final,,Scopus,2-s2.0-85050588846,,
"Guldstrand Larsen, K., Lorber, F., Nielsen, B.",24306033100; 55370433800; 9742076800,20 years of real real time model validation,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10951 LNCS,,,22,36,,,10.1007/978-3-319-95582-7_2,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050344303&partnerID=40&md5=9119eac330e0b523dfd06078b2fa032c,Conference Paper,Final,,Scopus,2-s2.0-85050344303,,
"Kim, J.-A., Jeong, J.",57202943345; 8897907400,Simulation evaluation for efficient inventory management based on demand forecast,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10960 LNCS,,,639,650,,,10.1007/978-3-319-95162-1_44,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049918838&partnerID=40&md5=3a189d457585a1c8e35611da0f163ae9,Conference Paper,Final,,Scopus,2-s2.0-85049918838,,
"Yang, L., Guo, J., Dai, Y., Lu, D., Bie, R.",57202692612; 23388878400; 57202686425; 57190579625; 8853874100,A gradient-boosting-regression based physical health evaluation model for running monitoring by using a wearable smartband system,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10874 LNCS,,,813,819,,,10.1007/978-3-319-94268-1_72,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049052015&partnerID=40&md5=b65156c67143414175b1bc19b4c26295,Conference Paper,Final,,Scopus,2-s2.0-85049052015,,
"Zhang, S., Tian, L., Yue, F.",57202688515; 57202688909; 57202683151,An extensible PNT simulation verification platform based on deep learning algorithm,2018,Communications in Computer and Information Science,849,,,404,413,,,10.1007/978-981-13-0896-3_40,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049009289&partnerID=40&md5=8a71dfcf40fabdd76c1051ec7ea5df85,Conference Paper,Final,,Scopus,2-s2.0-85049009289,,
"Baduel, R., Chami, M., Bruel, J.-M., Ober, I.",57202610828; 36522496000; 35232489400; 57195255706,SysML models verification and validation in an industrial context: Challenges and experimentation,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10890 LNCS,,,132,146,,,10.1007/978-3-319-92997-2_9,https://www.scopus.com/inward/record.url?eid=2-s2.0-85048873712&partnerID=40&md5=1d40e89f7dfb1bd62b9b68bcbb20cdd2,Conference Paper,Final,,Scopus,2-s2.0-85048873712,,
"Prifti, L., Levkovskyi, B., Knigge, M., Krcmar, H.",57190952221; 57202380173; 57189628020; 6603243872,Developing an evaluation model for information systems curricula,2018,MKWI 2018 - Multikonferenz Wirtschaftsinformatik,2018-March,,,783,794,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85048827759&partnerID=40&md5=74de6e6e9fdfc27629b90cee7f6e2f2c,Conference Paper,Final,,Scopus,2-s2.0-85048827759,,
"Ramírez, M.R., Moreno, H.B.R., Rojas, E.M., Hurtado, C., Núñez, S.O.V.",55933725500; 56938130500; 55933198100; 57202400961; 57194336862,Multi-agent system model for diagnosis of personality types,2018,"Smart Innovation, Systems and Technologies",96,,,209,214,,,10.1007/978-3-319-92031-3_20,https://www.scopus.com/inward/record.url?eid=2-s2.0-85048210177&partnerID=40&md5=92c3e9821afdd1b74be233f83d751f7e,Conference Paper,Final,,Scopus,2-s2.0-85048210177,,
"Baharum, Z., Venkatesan, Y.R., Raidzuan, S.N.M., Qureshi, M.I.",35084780300; 56288575500; 57202309448; 35208797500,The development of simulation model on environmental uncertainty factors for interval project completion,2018,International Journal of Engineering and Technology(UAE),7,2,,62,66,,,10.14419/ijet.v7i2.29.13130,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047804051&partnerID=40&md5=0a49d89c726bb8804e7972bfe8b30857,Article,Final,Open Access,Scopus,2-s2.0-85047804051,,
"Kato, H., Sei, Y., Tahara, Y., Ohsuga, A.",57202290457; 56344492700; 7101617617; 6603722508,Agent-based simulation model embedded accounting's purchase method; Analysis on the systemic risk of mergers and acquisitions between financial institutions,2018,ICAART 2018 - Proceedings of the 10th International Conference on Agents and Artificial Intelligence,1,,,168,175,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047767425&partnerID=40&md5=9a678643c2bb45cd4e3ca31391d04399,Conference Paper,Final,,Scopus,2-s2.0-85047767425,,
"Bajorski, P., Irwin, L.H.",6603243612; 7006635080,Methodologies for calibration testing of non-destructive monitoring techniques,2018,Proceedings of SPIE - The International Society for Optical Engineering,10599,, 105992D,,,,,10.1117/12.2296762,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047463291&partnerID=40&md5=fb921279cde3c64044419dc4a64b7fe6,Conference Paper,Final,,Scopus,2-s2.0-85047463291,,
"Rosa, P.S., Ralha, C.G., Gartner, I.R.",57202152899; 14420582400; 36097379200,The agent rationality in the doom loop of sovereign debt: An agent-based model simulation of systemic risk emergence process,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10798 LNAI,,,197,210,,,10.1007/978-3-319-91587-6_14,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047317683&partnerID=40&md5=aee089b3d6d41bc75377de970475fbd8,Conference Paper,Final,,Scopus,2-s2.0-85047317683,,
"Hussain, A., Hashim, N.L., Nathan, S.S.",56212649500; 16052739400; 57188876727,Development of hearing-impaired evaluation model for mobile phone,2018,"Journal of Telecommunication, Electronic and Computer Engineering",10,1-11,,59,62,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046436072&partnerID=40&md5=37cc5bc972793f2886f8dfa1ab04e355,Article,Final,,Scopus,2-s2.0-85046436072,,
"Ahmad, R., Hussain, A., Baharom, F.",57201837627; 56212649500; 43061015400,Integrated-Software Sustainability Evaluation Model (i-SSEM) development,2018,"Journal of Telecommunication, Electronic and Computer Engineering",10,1-11,,39,46,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046400155&partnerID=40&md5=3c47bf444655be82f851001111e7a2d8,Article,Final,,Scopus,2-s2.0-85046400155,,
"Jiang, Z., Li, H., Tian, X.",57201735210; 35218138000; 57197750211,An Improved Reliability Testing Model Based on SOFL,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10795 LNCS,,,123,132,,,10.1007/978-3-319-90104-6_8,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045966550&partnerID=40&md5=09a4bf3e06029747798a609619bd7652,Conference Paper,Final,,Scopus,2-s2.0-85045966550,,
"Mattarei, C., Barrett, C., Guo, S.-Y., Nelson, B., Smith, B.",36023847100; 57203258551; 57201698181; 57201698101; 57201699694,EMME: A formal tool for ECMAScript memory model evaluation,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10806 LNCS,,,55,71,,,10.1007/978-3-319-89963-3_4,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045838938&partnerID=40&md5=8555e19bbe77d99402289151c8c2b1b4,Conference Paper,Final,Open Access,Scopus,2-s2.0-85045838938,,
"Tiwari, P., Gupta, L.",57201638784; 57201636212,An analytical model verification for high gain H- slot RPA using discontinuities of radiator,2018,International Journal of Engineering and Technology(UAE),7,2,,77,83,,,10.14419/ijet.v7i2.16.11420,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045459282&partnerID=40&md5=b677be97d0759c5c90d66e4880eb37bc,Article,Final,Open Access,Scopus,2-s2.0-85045459282,,
"Inzunza, S., Juárez-Ramírez, R., Jiménez, S.",51161396100; 56002669500; 55933652400,API documentation: A conceptual evaluation model,2018,Advances in Intelligent Systems and Computing,746,,,229,239,,,10.1007/978-3-319-77712-2_22,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045331918&partnerID=40&md5=ab399bb18c89f28f8fefaf2349f64035,Conference Paper,Final,,Scopus,2-s2.0-85045331918,,
"Zhang, R., Cong, H., Liu, Y., Feng, F.",57201505880; 57206227365; 55851438100; 7102873181,Testability analysis on a hydraulic system in a certain equipment based on simulation model,2018,Proceedings of SPIE - The International Society for Optical Engineering,10710,, 107101T,,,,,10.1117/12.2317557,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045135376&partnerID=40&md5=98b7c3ea73a80285af9c64bdb30da032,Conference Paper,Final,,Scopus,2-s2.0-85045135376,,
"Frivaldsky, M., Spanik, P., Morgos, J., Glapa, N.",23488355700; 55908961000; 57200220726; 55908443000,Optimized thermal simulation model of multilayer printed circuit board,2018,Communications - Scientific Letters of the University of Zilina,20,1,,78,81,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044317762&partnerID=40&md5=c22dc2b36f3d336fd81a2b0a8d0a7f48,Article,Final,,Scopus,2-s2.0-85044317762,,
"Wei, D., Spence, S.M.J., Kareem, A.",56991991800; 24723343400; 35613461600,Turbulence model verification and validation in an open source environment,2018,Progress in Computational Fluid Dynamics,18,2,,69,88,,,10.1504/PCFD.2018.090337,https://www.scopus.com/inward/record.url?eid=2-s2.0-85043777984&partnerID=40&md5=f662ec198ac6bd1b8cd393cfdcb3c64e,Article,Final,,Scopus,2-s2.0-85043777984,,
"Lee, S.H., Nam, S., Kim, J.",57202327758; 55421451100; 36573705500,Analysis of a quality evaluation model for VR contents,2018,International Journal of Grid and Distributed Computing,11,2,,97,110,,,10.14257/ijgdc.2018.11.2.09,https://www.scopus.com/inward/record.url?eid=2-s2.0-85042749605&partnerID=40&md5=d1eb3707a65b842cacb6c110e0c8ce60,Article,Final,Open Access,Scopus,2-s2.0-85042749605,,
"Kostin, A.V., Smirnov, V.V.",57200960822; 57200970270,Functionality Evaluation Model for Machine Translation Systems,2018,Journal of Computer and Systems Sciences International,57,1,,157,169,,,10.1134/S1064230717060089,https://www.scopus.com/inward/record.url?eid=2-s2.0-85042705519&partnerID=40&md5=f305618d111ca2c7511fc75fccd907f6,Article,Final,,Scopus,2-s2.0-85042705519,,
"Olajubu, E.A., Efiong, J.E., Adesola, A.G.",12759599200; 57200641767; 56613237100,An Enhanced Mobile Device-Based Navigation Model: Ubiquitous Computing,2018,International Journal of Mobile Computing and Multimedia Communications,9,1,,1,20,,,10.4018/IJMCMC.2018010101,https://www.scopus.com/inward/record.url?eid=2-s2.0-85042065602&partnerID=40&md5=bdffae802f14fbe09f5e7049afb9c97e,Article,Final,,Scopus,2-s2.0-85042065602,,
[No author name available],[No author name available],"19th International Conference on Verification, Model Checking, and Abstract Interpretation, 2018",2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10747 LNCS,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041852473&partnerID=40&md5=8328199b824e6522608152ab454c7646,Conference Review,Final,,Scopus,2-s2.0-85041852473,,
"Eilers, D., Gleue, C., KÃ¶pp, C., Breitner, M.H.",55774148100; 56319116700; 57200581586; 6602910157,"It's not a Bug, it's a Feature: How Visual Model Evaluation can help to incorporate Human Domain Knowledge in Data Science",2018,ICIS 2017: Transforming Society with Digital Innovation,,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041711065&partnerID=40&md5=f8b67e912d12df49f6fc97b19d29b1cd,Conference Paper,Final,,Scopus,2-s2.0-85041711065,,
"Hassan, A., Abou-Ghazala, A., Megahed, A.",56972425000; 6602942992; 7004083453,Field-verified integrated EAF-SVC-electrode positioning model simulation and a novel hybrid series compensation control for EAF,2018,Turkish Journal of Electrical Engineering and Computer Sciences,26,1,,363,377,,,10.3906/elk-1702-215,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041305234&partnerID=40&md5=a896750e22b9df442a4a2b667207a521,Article,Final,Open Access,Scopus,2-s2.0-85041305234,,
"Zheng, Q., Chen, L., Burgos, D.",56580998400; 57022298700; 8937994100,Evaluation models of MOOCs in China,2018,Lecture Notes in Educational Technology,,,,207,227,,,10.1007/978-981-10-6586-6_10,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041238143&partnerID=40&md5=2497d6fb7f5bf1e5968c69549ccc234e,Book Chapter,Final,,Scopus,2-s2.0-85041238143,,
"Lee, J.-Y., Jeon, S., Jang, S.-H., Park, N.-C., Kim, Y.-J.",57201540949; 55258241000; 57195216042; 7202111854; 56709031600,Scalar-based speckle simulation model from the angular surface scattering based on generalized Harvey-Shack theory for laser displays,2018,Displays,51,,,30,35,,,10.1016/j.displa.2017.10.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-85034958380&partnerID=40&md5=3d04c1e3719c0d2d83d64a96397f422e,Article,Final,,Scopus,2-s2.0-85034958380,,
"Barlas, Y.",6602904813,"Credibility, Validity and Testing of Dynamic Simulation Models",2018,Advances in Intelligent Systems and Computing,676,,,3,15,,,10.1007/978-3-319-69832-8_1,https://www.scopus.com/inward/record.url?eid=2-s2.0-85033697956&partnerID=40&md5=d6e03ef2337652dd478b53c06525f7b0,Conference Paper,Final,,Scopus,2-s2.0-85033697956,,
"Montenegro, C., de la Torre, A., Nuñez, N.",57189242187; 57196347368; 57194049903,Integrated IT governance and management model: Evaluation in a developing country,2018,Advances in Intelligent Systems and Computing,688,,,71,81,,,10.1007/978-3-319-69341-5_7,https://www.scopus.com/inward/record.url?eid=2-s2.0-85032677945&partnerID=40&md5=f0c72c5bd58944af6641ff2ce1b1d8c4,Conference Paper,Final,,Scopus,2-s2.0-85032677945,,
"Coroiu, A.M.",56507266500,Model evaluation as approach to predict a diagnosis,2018,Advances in Intelligent Systems and Computing,634,,,3,16,,,10.1007/978-3-319-62524-9_1,https://www.scopus.com/inward/record.url?eid=2-s2.0-85031406667&partnerID=40&md5=c6ab0d070e9e297495d269bb2dfeee0b,Conference Paper,Final,,Scopus,2-s2.0-85031406667,,
"Zhong, Y.-B., Liu, Y.-P., Xu, M.-S., Wu, J.-X., Lin, L.-Z.",16065174400; 57196000068; 57195996837; 57196000150; 57195996794,Application of fuzzy comprehensive evaluation model in mentality adaptive research of college freshmen,2018,Advances in Intelligent Systems and Computing,646,,,425,433,,,10.1007/978-3-319-66514-6_42,https://www.scopus.com/inward/record.url?eid=2-s2.0-85030785953&partnerID=40&md5=35047780b6ac1199a8fb5cb87d078ea2,Conference Paper,Final,,Scopus,2-s2.0-85030785953,,
"Roman, J., Mehta, D.R., Sajja, P.S.",57194194280; 57194190826; 37089427400,Multi-agent simulation model for sequence generation for specially abled learners,2018,"Smart Innovation, Systems and Technologies",83,,,575,580,,,10.1007/978-3-319-63673-3_69,https://www.scopus.com/inward/record.url?eid=2-s2.0-85028367488&partnerID=40&md5=b34d0569e10162d3c1caf9775a0e9b54,Conference Paper,Final,,Scopus,2-s2.0-85028367488,,
"Duan, Y., Zhang, H.-Y., Jin, X.-B., Xu, J.-P., Su, T.-L.",57203033117; 36679491300; 7402589595; 55714139800; 57158430800,Evaluation model of agricultural irrigation water quality based on projection pursuit and fuzzy support vector,2017,"Proceedings - 2017 Chinese Automation Congress, CAC 2017",2017-January,,,3786,3790,,,10.1109/CAC.2017.8243439,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050361256&partnerID=40&md5=1928278731342d060c2d5f1b39689a49,Conference Paper,Final,,Scopus,2-s2.0-85050361256,,
"Zhang, L., Sun, B., Liu, D.",57203041605; 56440622700; 57203043502,"The design ofhybrid simulation testing platform for combined cooling, heating and power system",2017,"Proceedings - 2017 Chinese Automation Congress, CAC 2017",2017-January,,,5177,5181,,,10.1109/CAC.2017.8243699,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050359755&partnerID=40&md5=7b0cc1ce4853bfba86347de73edc79a4,Conference Paper,Final,,Scopus,2-s2.0-85050359755,,
"Li, X., Xi, D., Zhang, Y.",57202588140; 57202575191; 55904701200,PMSM simulation model and system test based on TMS320F28035,2017,"2017 9th IEEE International Conference on Communication Software and Networks, ICCSN 2017",2017-January,,,1507,1511,,,10.1109/ICCSN.2017.8230359,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049115160&partnerID=40&md5=c56c6542eddccb555cef0e9e489e5d48,Conference Paper,Final,,Scopus,2-s2.0-85049115160,,
"Li, F., Li, J., Zhu, J.",27170370400; 57195395782; 56208701300,An IntegratedTrust evaluation model based on multiagent system,2017,"2017 9th IEEE International Conference on Communication Software and Networks, ICCSN 2017",2017-January,,,1085,1091,,,10.1109/ICCSN.2017.8230278,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049070832&partnerID=40&md5=86258527a92952de16e0c0967c704054,Conference Paper,Final,,Scopus,2-s2.0-85049070832,,
"Furusho, Y., Kotani, K.",57201287642; 56038824900,Objective &amp; Subjective Evaluation Models of Pencil Still Drawings for Art Education,2017,DICTA 2017 - 2017 International Conference on Digital Image Computing: Techniques and Applications,2017-December,,,1,5,,,10.1109/DICTA.2017.8227473,https://www.scopus.com/inward/record.url?eid=2-s2.0-85048275748&partnerID=40&md5=c9a049e29f885cfe4f91e28e83688658,Conference Paper,Final,,Scopus,2-s2.0-85048275748,,
"Hashimoto, A., Ito, N., Matoba, R., Maeda, Y.",57202114631; 36997772700; 15044841700; 55687025600,Improvement and evaluation of an evacuation behavior simulation model,2017,"2017 IEEE 10th International Workshop on Computational Intelligence and Applications, IWCIA 2017 - Proceedings",2017-December,,,45,48,,,10.1109/IWCIA.2017.8203559,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047200663&partnerID=40&md5=758abef2364bdf6db225431f4e352fc1,Conference Paper,Final,,Scopus,2-s2.0-85047200663,,
"Hongsheng, Y., Hongfu, Z., Jianzhong, S., Zhi, L.",57202207768; 24921484300; 57202188915; 57202194115,Cost effectiveness evaluation model for civil aircraft maintenance based on prognostics and health management,2017,"Proceedings - 2017 International Conference on Sensing, Diagnostics, Prognostics, and Control, SDPC 2017",2017-December,,,161,167,,,10.1109/SDPC.2017.39,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047417304&partnerID=40&md5=73bea4e47c20b18e34e6b90aa314fd50,Conference Paper,Final,,Scopus,2-s2.0-85047417304,,
"Qiao, J., Hu, F.",18038127000; 57201340797,Model evaluation and application for choroplethic maps,2017,Journal of Geomatics,42,6,,105,109,,,10.14188/j.2095-6045.2016133,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044390896&partnerID=40&md5=a05a06687b7e04d51475f9eb9e352c84,Article,Final,,Scopus,2-s2.0-85044390896,,
"Donatiello, L., Marfia, G., Bujari, A., Palazzi, C.E.",57196477208; 14632365700; 35118641200; 8631041200,A simulation model for event goodput estimation in real-time sensor networks,2017,"Proceedings - 2017 IEEE/ACM 21st International Symposium on Distributed Simulation and Real Time Applications, DS-RT 2017",2017-January,,,1,7,,,10.1109/DISTRA.2017.8167679,https://www.scopus.com/inward/record.url?eid=2-s2.0-85042930326&partnerID=40&md5=ddfac512776a5665dd7d3a8bd4661599,Conference Paper,Final,,Scopus,2-s2.0-85042930326,,
"Chen, G., Wang, Z., Yang, S.",49361077700; 56320002300; 57201944260,UAV Dynamic Simulation Model Stablishment Method Based on Simulink/Aerosim,2017,"Proceedings - 2017 International Conference on Computer Network, Electronic and Automation, ICCNEA 2017",2017-January,,,331,335,,,10.1109/ICCNEA.2017.17,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046549190&partnerID=40&md5=ec5c8019d721859e348242b3635178a1,Conference Paper,Final,,Scopus,2-s2.0-85046549190,,
